MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
10,5,101.0,9150.0,1,1,3,3,0,0,0,15,2,2,1,4,1,1962.0,1962.0,1,5,9,10,305.0,4,1,5,1,2,3,6,0,728.0,1099.0,1,2,1,4,1431.0,0.0,1431.0,0.0,0,1.0,0.0,3.0,1,6,7,1.0,1,2,1.0,296,5,2,64,110,0,0,0,0,3,4,0,12,2008,9,4,165000,-93.615685,42.046935
2,5,81.0,9260.0,1,1,2,3,0,0,0,22,2,2,1,0,1,2007.0,2007.0,1,1,13,14,0.0,4,2,5,2,6,7,6,0,1162.0,1162.0,1,0,1,4,1162.0,0.0,1162.0,0.0,0,2.0,0.0,3.0,1,6,7,0.0,0,0,2.0,483,5,2,0,32,0,0,0,0,3,4,0,3,2008,9,4,170000,-93.69124,42.037258
1,1,0.0,3300.0,1,1,2,3,0,4,0,20,2,2,1,0,4,1910.0,1950.0,1,1,12,13,0.0,4,0,5,3,6,7,6,0,624.0,624.0,1,0,1,4,816.0,0.0,816.0,0.0,0,1.0,0.0,2.0,1,5,7,1.0,6,1,0.0,0,3,0,0,33,0,0,0,0,3,4,0,6,2009,9,4,58500,-93.6148612,42.0276972
5,6,50.0,6000.0,1,1,2,3,0,0,0,3,2,2,1,1,7,1925.0,1997.0,1,1,14,15,0.0,4,0,5,3,6,7,6,0,884.0,884.0,1,0,1,4,884.0,464.0,1348.0,1.0,0,1.0,0.0,3.0,1,5,7,1.0,4,3,1.0,216,5,0,0,0,0,0,0,0,3,4,0,5,2009,9,4,117000,-93.622513,42.03329
1,5,118.0,17727.75,1,1,2,3,0,4,0,15,2,2,1,0,1,1941.0,1963.0,3,6,3,3,0.0,4,1,5,3,6,7,6,0,929.0,929.0,1,0,1,4,2039.0,0.0,2039.0,1.0,0,1.0,1.0,3.0,1,7,2,2.5,5,3,3.0,791,5,2,0,0,0,0,0,0,3,4,0,12,2006,0,0,167000,-93.61547,42.040276
13,5,0.0,9505.0,1,1,3,3,0,1,0,8,2,2,1,5,1,2001.0,2001.0,1,1,13,14,180.0,4,2,5,3,6,7,6,0,884.0,884.0,1,0,1,4,884.0,1151.0,2035.0,0.0,0,2.0,1.0,3.0,1,8,7,1.0,2,0,2.0,434,5,2,144,48,0,0,0,0,3,4,0,5,2010,9,4,222500,-93.641337,42.057103
2,5,70.0,8400.0,1,1,2,3,0,4,0,15,2,2,1,0,4,1957.0,1957.0,3,1,3,3,0.0,4,1,5,3,0,1,5,0,628.0,1478.0,1,2,1,4,1478.0,0.0,1478.0,1.0,0,1.0,1.0,3.0,1,6,7,2.0,0,2,2.0,442,5,2,114,0,0,0,0,0,3,4,0,6,2009,9,4,156500,-93.61864,42.044125
2,5,0.0,11120.0,1,1,3,3,0,1,0,27,2,2,1,0,0,1984.0,1984.0,1,1,9,10,0.0,4,2,5,3,1,2,6,0,572.0,1232.0,1,4,1,4,1232.0,0.0,1232.0,0.0,0,2.0,0.0,3.0,1,6,7,0.0,0,3,2.0,516,5,2,0,0,0,0,0,0,3,4,0,6,2008,9,4,162500,-93.645713,42.044693
2,5,70.0,8749.0,1,1,2,3,0,4,0,5,2,2,1,0,1,2002.0,2002.0,1,1,13,14,100.0,4,2,5,3,6,7,6,0,1459.0,1459.0,1,0,1,4,1459.0,0.0,1459.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,2,2.0,527,5,2,192,39,0,0,0,0,3,4,0,9,2007,9,4,192000,-93.686795,42.016973
13,5,70.0,8400.0,1,1,2,3,0,4,0,19,2,2,1,5,0,2001.0,2001.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,167.0,810.0,1,0,1,4,810.0,855.0,1665.0,1.0,0,2.0,1.0,3.0,1,6,7,0.0,0,0,2.0,528,5,2,0,45,0,0,0,0,3,4,0,11,2009,9,4,227000,-93.631899,42.044693
2,6,50.0,6000.0,1,1,2,3,0,4,0,20,2,2,1,0,0,1957.0,1957.0,3,1,3,3,0.0,4,1,5,3,5,6,6,0,620.0,928.0,1,2,1,0,928.0,0.0,928.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,0,0,1.0,288,5,2,0,0,0,0,0,0,3,4,0,6,2008,9,4,112500,-93.607713,42.032094
2,5,0.0,9000.0,1,1,2,3,0,4,0,21,2,2,1,0,4,1959.0,1959.0,1,1,14,10,0.0,4,1,5,3,2,3,6,0,718.0,1006.0,1,4,1,4,1006.0,0.0,1006.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,6,1,0.0,0,3,2,0,24,0,0,0,0,3,4,0,7,2008,9,4,80000,-93.665521,42.033454
2,5,68.0,9724.0,1,1,2,3,0,4,0,15,2,2,1,0,5,1947.0,1950.0,3,1,3,3,0.0,4,1,5,3,6,7,6,0,938.0,938.0,1,0,1,4,1043.0,0.0,1043.0,0.0,0,1.0,0.0,2.0,1,5,7,1.0,4,3,1.0,273,5,2,125,48,0,0,0,0,3,1,0,5,2006,9,4,137000,-93.621399,42.039202
5,5,58.0,8410.0,1,1,2,3,0,2,0,7,1,2,1,1,4,1910.0,1996.0,2,1,14,14,0.0,1,2,5,3,6,7,6,0,658.0,658.0,1,4,1,4,658.0,526.0,1184.0,0.0,0,1.0,0.0,4.5,1,8,7,0.0,6,1,0.0,0,3,0,0,151,0,0,0,0,3,4,0,5,2006,9,1,81000,-93.659222,42.022641
3,5,53.0,3922.0,1,1,2,3,0,4,0,0,2,2,3,0,1,2006.0,2007.0,1,1,15,16,72.0,4,2,5,0,6,7,6,0,1258.0,1258.0,1,0,1,4,1258.0,0.0,1258.0,0.0,0,2.0,0.0,2.0,1,6,7,1.0,0,0,3.0,648,5,2,144,16,0,0,0,0,3,4,0,6,2007,6,5,172500,-93.641795,42.062584
12,6,59.0,10690.0,1,1,2,3,0,4,0,11,2,2,1,5,5,1920.0,1997.0,3,1,13,14,0.0,2,1,1,3,5,6,6,0,216.0,672.0,1,2,1,0,672.0,672.0,1344.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,4,3,1.0,468,1,2,0,128,0,0,0,0,3,4,0,7,2009,9,4,147000,-93.62529,42.022721
2,5,0.0,14175.0,1,1,2,0,0,0,1,21,2,2,1,0,0,1956.0,1987.0,1,1,5,15,0.0,4,1,5,3,5,6,6,0,200.0,1188.0,1,2,1,4,1437.0,0.0,1437.0,1.0,0,1.0,1.0,3.0,1,6,3,1.0,4,3,2.0,576,5,2,304,0,0,0,0,0,3,4,0,11,2006,9,4,168000,-93.66412,42.032478
2,5,60.0,7350.0,1,1,2,3,0,0,0,15,2,2,1,0,5,1951.0,1951.0,1,1,6,6,0.0,4,1,5,2,0,1,6,0,100.0,952.0,1,4,1,4,952.0,0.0,952.0,1.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,2.0,840,5,2,0,0,0,0,0,0,3,4,0,6,2008,0,0,139000,-93.615621,42.039531
5,5,60.0,10998.0,1,0,2,3,0,4,0,7,2,2,1,1,1,1941.0,1960.0,1,1,14,15,0.0,4,1,5,3,3,4,1,0,156.0,984.0,1,0,1,4,984.0,620.0,1604.0,0.0,0,2.0,0.0,3.0,1,6,3,0.0,4,3,2.0,660,5,2,0,68,0,0,0,0,3,4,0,7,2009,9,4,117000,-93.655674,42.022091
2,5,60.0,7200.0,1,1,2,3,0,4,0,15,2,2,1,0,5,1954.0,1954.0,1,1,8,8,0.0,4,1,5,3,6,7,6,0,825.0,825.0,1,4,1,0,825.0,0.0,825.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,0,3,1.0,350,5,2,0,0,0,0,0,0,3,4,0,7,2008,9,4,109500,-93.607801,42.034801
13,5,0.0,17727.75,1,1,3,3,0,2,0,19,2,2,1,5,1,1976.0,1976.0,1,1,6,6,120.0,4,2,5,2,2,3,6,0,84.0,796.0,1,4,1,4,790.0,784.0,1574.0,1.0,0,2.0,1.0,3.0,1,6,7,1.0,0,0,2.0,566,5,2,306,111,0,0,0,0,3,4,0,7,2006,9,4,190000,-93.631515,42.054956
2,5,65.0,8772.0,1,1,2,3,0,2,0,5,2,2,1,0,1,2005.0,2006.0,1,1,13,14,0.0,4,2,5,2,2,3,6,0,340.0,1336.0,1,0,1,4,1336.0,0.0,1336.0,1.0,0,2.0,0.0,3.0,1,6,7,0.0,0,3,2.0,502,5,2,136,43,0,0,0,0,3,4,0,9,2006,6,5,198000,-93.685872,42.013991
2,5,70.0,7560.0,1,1,2,3,0,4,0,15,2,2,1,0,1,1959.0,1959.0,1,1,3,15,0.0,4,1,5,3,3,4,6,0,671.0,1040.0,1,4,1,0,1040.0,0.0,1040.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,0,2,1.0,286,5,2,140,0,0,0,0,0,3,1,0,7,2006,9,4,133700,-93.606743,42.036053
13,5,60.0,17727.75,1,1,3,1,0,1,0,25,2,2,1,5,1,2006.0,2006.0,3,1,5,5,406.875,4,2,5,1,6,7,6,0,1528.0,1528.0,1,0,1,4,1528.0,1759.375,2667.875,0.0,0,3.0,1.0,4.5,1,10,7,1.0,2,0,3.0,758,5,2,204,34,0,0,0,0,3,4,0,9,2006,6,5,339500,-93.629337,42.060527
2,5,0.0,12155.0,1,1,0,3,0,4,0,15,4,2,1,0,4,1970.0,1970.0,1,1,9,10,0.0,4,1,5,3,3,4,6,0,420.0,1657.0,1,2,1,4,1657.0,0.0,1657.0,0.0,0,2.0,0.0,3.0,1,7,7,1.0,0,3,2.0,484,5,2,0,0,0,0,0,0,3,4,0,3,2007,9,4,163500,-93.610875,42.042728
13,5,43.0,14565.0,1,1,1,3,0,1,0,22,2,2,1,5,1,1994.0,1995.0,1,1,13,14,145.0,4,2,5,0,2,3,6,0,295.0,832.0,1,0,1,4,832.0,825.0,1657.0,0.0,0,2.0,1.0,3.0,1,6,7,0.0,0,2,2.0,483,5,2,144,74,0,0,0,0,3,4,0,11,2008,9,4,189000,-93.689801,42.034988
14,6,41.0,2665.0,1,1,2,3,0,4,0,13,2,2,3,5,0,1977.0,1977.0,1,1,5,5,0.0,4,2,5,3,0,1,5,0,36.0,757.0,1,0,1,4,925.0,550.0,1475.0,0.0,0,2.0,0.0,4.0,1,6,7,1.0,0,2,1.0,336,5,2,104,26,0,0,0,0,3,4,0,7,2006,9,4,127000,-93.603922,41.990523
11,6,50.0,6000.0,1,1,2,3,0,4,0,20,2,2,4,1,2,1954.0,1954.0,1,1,14,15,0.0,4,1,5,3,6,7,6,0,811.0,811.0,1,4,1,0,811.0,576.0,1387.0,0.0,0,2.0,0.0,3.0,1,7,7,0.0,2,3,1.0,256,5,2,0,0,0,0,0,0,3,4,0,11,2009,9,4,93000,-93.607776,42.033579
2,5,72.0,10152.0,1,1,2,3,0,4,0,15,2,2,1,0,0,1956.0,1994.0,1,1,14,15,0.0,4,1,5,0,1,2,6,0,210.0,1124.0,1,0,1,4,1124.0,0.0,1124.0,1.0,0,1.0,0.0,3.0,1,6,7,1.0,0,0,1.0,353,5,2,0,175,0,0,0,0,3,4,0,5,2006,9,4,153000,-93.614251,42.0427
13,5,0.0,12227.0,1,1,3,3,0,0,0,19,4,2,1,5,5,1977.0,1995.0,1,1,6,6,406.875,2,1,2,3,0,1,6,0,434.0,1330.0,1,4,1,4,1542.0,1330.0,2667.875,1.0,0,2.0,1.0,4.0,1,10,7,1.0,0,0,2.0,619,5,2,420,175,0,0,0,0,3,4,0,7,2008,9,4,272000,-93.635111,42.054455
5,6,51.0,6120.0,1,1,2,3,0,4,0,3,2,2,1,1,0,1938.0,1950.0,1,1,14,15,0.0,4,0,1,3,3,4,6,0,679.0,952.0,1,4,1,0,994.0,588.0,1582.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,4,3,1.0,250,5,2,189,0,0,0,0,0,3,4,0,2,2009,9,4,150000,-93.621351,42.03235
1,6,40.0,3636.0,1,1,2,3,0,4,0,11,2,2,1,0,2,1922.0,1950.0,1,1,0,0,0.0,4,0,1,3,6,7,6,0,796.0,796.0,1,1,0,4,796.0,0.0,796.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,6,1,0.0,0,3,0,0,0,0,0,0,0,3,2,0,1,2008,9,4,55000,-93.625291,42.022797
5,5,50.0,7000.0,1,1,2,3,0,0,0,20,0,2,1,1,0,1924.0,1950.0,1,1,8,8,0.0,2,0,5,3,3,4,6,0,0.0,617.0,1,2,1,4,865.0,445.0,1310.0,0.0,0,2.0,0.0,2.0,1,6,2,0.0,0,3,1.0,398,5,2,0,0,0,0,0,0,3,4,0,5,2006,0,4,112000,-93.6168701,42.0347269
13,2,65.0,8125.0,1,1,2,3,0,4,0,23,2,2,1,5,1,2005.0,2005.0,1,1,13,14,0.0,4,2,5,3,6,7,6,0,858.0,858.0,1,0,1,4,858.0,858.0,1716.0,0.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,2.0,615,5,2,0,53,0,0,0,0,3,4,0,2,2006,9,4,200825,-93.642374,42.051426
2,5,85.0,11128.0,1,1,2,3,0,0,0,23,4,4,1,0,1,2005.0,2006.0,3,1,13,14,198.0,4,2,5,1,2,3,6,0,300.0,2064.25,1,0,1,4,2145.625,0.0,2490.0,1.0,0,2.0,0.0,2.0,1,9,7,2.0,0,0,3.0,795,5,2,70,175,0,0,0,0,3,0,0,10,2009,9,4,339500,-93.641296,42.053108
13,5,70.0,8400.0,1,1,2,3,0,4,0,22,2,2,1,5,0,1980.0,1981.0,1,1,6,6,130.0,4,1,5,3,6,7,6,0,650.0,650.0,1,4,1,4,888.0,676.0,1564.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,3,2.0,476,5,2,0,50,0,0,0,0,3,2,0,4,2010,9,4,171000,-93.685029,42.034678
12,6,60.0,7518.0,1,1,2,3,0,3,0,11,2,2,1,5,7,1910.0,2004.0,1,1,0,10,0.0,2,0,1,3,6,7,6,0,396.0,396.0,1,2,1,4,665.0,665.0,1330.0,0.0,0,1.0,0.0,3.0,1,7,7,0.0,4,3,1.0,390,5,0,0,72,0,0,0,0,3,2,0,7,2006,9,4,116500,-93.626631,42.025459
5,6,100.0,12665.0,1,0,3,3,0,4,0,20,0,2,1,1,7,1915.0,1950.0,1,1,14,15,0.0,4,0,5,2,6,7,6,0,876.0,876.0,1,2,1,4,876.0,540.0,1416.0,0.0,0,1.0,1.0,4.0,1,7,7,1.0,4,3,3.0,720,5,2,418,0,0,0,0,0,3,4,0,6,2008,9,4,153900,-93.620179,42.029058
2,5,69.0,17727.75,1,1,3,3,0,4,1,14,2,2,1,0,0,1979.0,1979.0,1,1,9,10,0.0,4,1,5,1,2,3,6,0,849.0,1625.0,1,4,1,4,1625.0,0.0,1625.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,0,2.0,576,5,2,136,28,0,0,0,0,3,4,0,9,2006,9,4,242500,-93.599969,41.996849
12,5,60.0,7200.0,1,1,2,3,0,4,0,24,1,2,1,5,3,1936.0,2007.0,1,1,14,15,0.0,2,2,2,3,0,1,1,0,0.0,560.0,1,0,1,4,575.0,560.0,1135.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,4,2,2.0,576,5,2,256,0,0,0,0,0,3,2,0,4,2009,9,4,155000,-93.6459433,42.0189256
5,5,50.0,5190.0,1,1,2,3,0,4,0,7,2,2,1,1,1,1948.0,1950.0,1,1,3,10,0.0,4,1,5,3,6,7,6,0,570.0,570.0,1,4,1,4,617.0,462.0,1079.0,0.0,0,1.0,0.0,2.0,1,5,7,1.0,0,3,1.0,249,5,2,135,0,0,0,0,0,3,4,0,1,2008,9,4,125600,-93.66515,42.027507
2,5,93.0,12299.0,1,1,2,3,0,4,0,19,2,2,1,0,0,1978.0,1985.0,1,1,9,10,67.0,4,1,5,3,2,3,6,0,201.0,1529.0,1,4,1,4,1664.0,0.0,1664.0,1.0,0,2.0,0.0,3.0,1,7,7,1.0,0,0,2.0,663,5,2,0,0,0,0,0,0,3,4,0,9,2007,9,4,213000,-93.637158,42.054395
1,6,60.0,7200.0,1,1,2,3,0,0,0,11,2,2,1,0,0,1930.0,1950.0,1,1,13,14,0.0,4,0,5,3,3,4,6,0,641.0,984.0,1,4,1,1,984.0,0.0,984.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,4,3,1.0,308,5,0,0,0,0,0,0,0,3,4,0,3,2006,4,3,90000,-93.6265888,42.0238089
13,5,81.0,10944.0,1,1,3,3,0,4,0,17,2,2,1,5,1,1994.0,1994.0,1,1,13,14,406.875,4,2,5,3,2,3,6,0,223.0,1223.0,1,0,1,4,1223.0,904.0,2127.0,1.0,0,2.0,1.0,3.0,1,5,7,2.0,0,2,2.0,525,5,2,171,132,0,0,0,0,3,4,0,8,2008,9,4,271000,-93.651801,42.050692
2,5,119.0,10895.0,1,1,2,3,0,0,0,15,2,2,1,0,0,1955.0,1955.0,1,1,8,8,0.0,2,1,5,3,5,6,6,0,324.0,972.0,1,4,1,4,972.0,0.0,972.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,0,3,1.0,305,5,2,0,0,0,0,0,0,3,1,0,6,2010,9,4,122500,-93.617092,42.04137
12,6,60.0,3600.0,1,0,2,3,0,4,0,20,2,2,1,5,5,1910.0,1993.0,1,1,13,14,0.0,4,1,5,3,6,7,6,0,684.0,684.0,1,0,0,0,684.0,684.0,1368.0,0.0,0,1.0,0.0,3.0,1,7,7,0.0,4,3,1.0,216,1,0,0,158,0,0,0,0,3,4,0,10,2006,9,4,114504,-93.6127958,42.0281148
9,5,0.0,7252.0,1,1,3,3,0,1,0,21,2,2,1,3,1,1982.0,1982.0,3,1,14,15,0.0,4,1,5,0,2,3,6,0,173.0,858.0,1,4,1,4,858.0,0.0,858.0,1.0,0,1.0,0.0,2.0,1,5,7,0.0,4,3,2.0,576,5,2,120,0,0,0,0,0,3,4,0,4,2009,9,4,134900,-93.671849,42.030628
14,6,21.0,1476.0,1,1,2,3,0,4,0,13,2,2,2,5,5,1970.0,1970.0,1,1,5,5,0.0,4,1,5,3,2,3,6,0,370.0,546.0,1,0,1,4,546.0,546.0,1092.0,0.0,0,1.0,1.0,3.0,1,5,7,0.0,6,1,0.0,0,3,2,200,26,0,0,0,0,3,4,0,3,2010,9,4,76000,-93.603435,41.992212
3,5,41.0,4920.0,1,1,2,3,0,4,0,25,2,2,3,0,1,2001.0,2001.0,1,1,5,5,0.0,4,2,5,2,2,3,6,0,722.0,1338.0,1,0,1,4,1338.0,0.0,1338.0,1.0,0,2.0,0.0,2.0,1,6,7,0.0,0,0,2.0,582,5,2,0,0,0,0,0,0,3,4,0,4,2010,9,4,213500,-93.633792,42.062978
1,1,60.0,10200.0,1,0,2,3,0,4,0,11,2,2,1,0,0,1925.0,1950.0,1,1,8,8,0.0,4,0,5,3,6,7,6,0,572.0,572.0,1,1,0,2,572.0,0.0,572.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,1.0,200,5,0,0,0,0,0,0,0,3,4,0,5,2009,9,4,75000,-93.615395,42.020002
2,5,71.0,9178.0,1,1,2,3,0,4,0,5,2,2,1,0,1,2008.0,2008.0,1,1,13,14,0.0,4,2,5,0,6,7,6,0,1468.0,1468.0,1,0,1,4,1468.0,0.0,1468.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,2,3.0,904,5,2,192,142,0,0,0,0,3,4,0,6,2009,9,4,239900,-93.690266,42.025707
5,6,50.0,6000.0,1,1,2,3,0,4,0,3,2,2,1,1,3,1937.0,2000.0,1,1,8,8,0.0,4,0,5,3,6,7,6,0,698.0,698.0,1,4,1,4,786.0,390.0,1176.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,2.0,624,5,0,210,0,0,0,0,0,3,4,0,7,2009,9,4,134900,-93.624567,42.033616
15,5,102.0,15863.0,1,1,2,3,0,0,0,24,2,2,1,6,4,1920.0,1970.0,1,1,14,10,0.0,4,0,5,3,2,3,6,0,301.0,824.0,1,0,1,4,1687.0,998.0,2667.875,1.0,0,2.0,1.0,4.5,1,10,7,2.0,1,0,2.0,672,5,2,136,63,0,0,0,0,3,4,0,8,2009,9,4,197000,-93.651669,42.016182
3,5,53.0,3684.0,1,1,2,3,0,4,0,0,2,2,3,0,1,2007.0,2007.0,3,1,13,14,130.0,4,2,5,3,6,7,6,0,1373.0,1373.0,1,0,1,4,1555.0,0.0,1555.0,0.0,0,2.0,0.0,2.0,1,7,7,1.0,0,0,3.0,660,5,2,143,20,0,0,0,0,3,4,0,6,2009,9,4,174000,-93.641561,42.062562
1,6,68.0,9656.0,1,1,2,3,0,4,0,20,2,2,1,0,6,1923.0,1970.0,1,1,0,0,0.0,1,0,1,3,6,7,6,0,678.0,678.0,1,4,0,4,832.0,0.0,832.0,0.0,0,1.0,0.0,2.0,1,5,7,1.0,4,3,2.0,780,1,0,0,0,0,0,0,0,3,4,0,6,2010,9,0,12789,-93.606789,42.030388
2,5,60.0,7200.0,1,1,2,3,0,0,0,15,2,2,1,0,5,1951.0,2000.0,1,1,14,15,0.0,4,1,5,2,1,2,5,0,180.0,900.0,1,4,1,4,900.0,0.0,900.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,4,3,2.0,576,5,2,222,32,0,0,0,0,3,4,0,5,2010,9,4,134800,-93.607801,42.034848
13,5,85.0,9350.0,1,1,2,3,0,4,0,15,2,2,1,5,0,1964.0,1964.0,1,1,6,6,0.0,4,1,5,3,0,1,6,0,360.0,720.0,1,2,1,4,720.0,720.0,1440.0,0.0,0,1.0,1.0,4.0,1,7,7,1.0,0,0,2.0,480,5,2,0,32,0,0,0,0,3,4,0,7,2006,9,4,157500,-93.6282949,42.0414084
3,5,47.0,6904.0,1,1,3,3,0,4,0,18,2,2,3,0,1,2005.0,2005.0,1,1,13,14,240.0,4,2,5,0,0,1,6,0,522.0,1358.0,1,0,1,4,1358.0,0.0,1358.0,0.0,0,2.0,0.0,2.0,1,6,7,1.0,0,2,2.0,484,5,2,192,36,0,0,0,0,3,4,0,8,2009,9,4,213000,-93.649779,42.059177
13,5,0.0,15896.0,1,1,1,3,0,1,0,8,8,2,1,5,1,1999.0,1999.0,1,1,13,14,210.0,4,2,5,3,0,1,6,0,264.0,1177.0,1,0,1,4,1223.0,1089.0,2312.0,1.0,0,2.0,1.0,4.0,1,8,7,1.0,2,0,3.0,658,5,2,298,0,0,0,0,0,3,4,0,5,2009,9,4,245000,-93.641367,42.057098
12,5,60.0,7230.0,1,1,2,3,0,4,0,6,2,2,1,7,5,1927.0,1992.0,1,1,13,14,0.0,4,0,5,3,6,7,6,0,851.0,851.0,1,2,1,4,867.0,851.0,1718.0,0.0,0,2.0,1.0,4.0,1,8,7,1.0,4,3,2.0,264,5,2,291,0,0,0,0,0,3,0,0,10,2007,9,4,238000,-93.64281,42.018796
13,5,65.0,8450.0,1,1,2,3,0,4,0,22,2,2,1,5,1,2001.0,2001.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,355.0,827.0,1,0,1,4,827.0,850.0,1677.0,1.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,2.0,627,5,2,0,68,0,0,0,0,3,4,0,9,2008,9,4,190500,-93.688803,42.036089
5,6,69.0,9143.0,1,0,2,3,0,0,0,20,2,2,1,1,5,1900.0,2003.0,1,1,13,14,0.0,4,1,5,3,6,7,6,0,346.0,346.0,1,0,1,4,709.0,308.0,1017.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,4,3,1.0,308,5,0,0,0,0,0,0,0,3,4,0,5,2008,9,4,114000,-93.618297,42.029281
0,5,52.0,8741.0,1,1,2,3,0,4,0,7,2,2,0,0,0,1946.0,1950.0,1,1,9,10,0.0,4,1,5,3,6,7,6,0,1195.0,1195.0,1,4,0,4,1195.0,0.0,1195.0,0.0,0,2.0,0.0,4.0,1,8,7,0.0,6,1,0.0,0,3,0,118,0,0,0,0,0,3,1,0,7,2007,9,0,98500,-93.664686,42.020504
13,5,86.0,14598.0,1,1,3,3,0,1,0,23,1,2,1,5,1,2007.0,2007.0,1,1,13,14,74.0,4,2,5,2,6,7,6,0,894.0,894.0,1,0,1,4,894.0,1039.0,1933.0,0.0,0,2.0,1.0,4.0,1,9,7,1.0,2,0,3.0,668,5,2,100,18,0,0,0,0,3,4,0,1,2008,9,4,214000,-93.644145,42.055157
13,5,90.0,11367.0,1,1,2,3,0,0,0,5,2,2,1,5,1,2002.0,2002.0,1,1,13,14,210.0,4,2,5,2,2,3,6,0,133.0,1065.0,1,0,1,4,1091.0,898.0,1989.0,1.0,0,2.0,1.0,3.0,1,7,7,1.0,0,0,2.0,586,5,2,199,60,0,0,0,0,3,4,0,11,2006,9,4,255000,-93.687703,42.01834
13,5,80.0,12435.0,1,1,2,3,0,4,0,5,2,2,1,5,1,2001.0,2001.0,1,1,13,14,172.0,4,2,5,3,2,3,6,0,602.0,963.0,1,0,1,4,963.0,829.0,1792.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,2,2.0,564,5,2,0,96,0,0,0,0,3,4,0,5,2008,9,4,231500,-93.689101,42.015974
13,5,65.0,7153.0,1,1,2,3,0,4,0,22,2,2,1,5,1,1992.0,1992.0,1,1,13,14,0.0,2,2,5,3,0,1,6,0,374.0,761.0,1,0,1,4,810.0,793.0,1603.0,0.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,2.0,484,5,2,0,124,0,0,0,0,3,4,0,7,2006,9,4,175900,-93.68782,42.034595
5,6,52.0,6240.0,1,1,2,3,0,4,0,3,2,2,1,1,7,1939.0,1952.0,1,1,14,15,0.0,2,0,5,3,5,6,6,0,624.0,672.0,1,0,1,4,899.0,423.0,1322.0,1.0,0,1.0,0.0,4.0,1,7,7,0.0,4,3,1.0,280,5,2,0,0,0,0,0,0,3,2,0,7,2007,9,4,132000,-93.624539,42.031438
10,5,0.0,10784.0,1,1,3,3,0,2,0,8,2,2,1,4,1,1991.0,1992.0,1,1,6,6,76.0,4,2,5,3,6,7,6,0,384.0,384.0,1,2,1,4,802.0,670.0,1472.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,2,2.0,402,5,2,164,0,0,0,0,0,3,4,0,5,2007,9,4,160000,-93.637299,42.057006
14,5,0.0,5062.0,1,1,3,3,0,1,0,25,2,2,3,5,1,1984.0,1984.0,1,1,6,6,0.0,4,1,5,2,2,3,3,0,180.0,1190.0,1,2,1,4,1190.0,900.0,2090.0,1.0,0,2.0,0.0,3.0,1,6,2,1.0,0,0,2.0,577,5,2,219,0,0,0,0,0,3,4,0,9,2007,9,4,207500,-93.632917,42.059239
